duration(s);cost;bonus;route
9.75;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.74;7147;31847;[0, 32, 88, 46, 77, 98, 8, 66, 50, 81, 83, 69, 75, 84, 7, 36, 72, 74, 19, 43, 67, 85, 86, 93, 29, 55, 61, 44, 49, 99, 62, 64, 87, 23, 59, 89, 6, 65, 79, 52, 53, 76, 56, 11, 68, 80, 58, 91, 48, 54]
9.79;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.78;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.77;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.76;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.71;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.72;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.80;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.75;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.79;7112;31706;[0, 32, 99, 6, 76, 80, 90, 52, 84, 36, 59, 56, 11, 85, 67, 43, 79, 92, 44, 61, 55, 8, 98, 77, 66, 24, 88, 49, 42, 69, 81, 75, 74, 86, 50, 7, 29, 93, 70, 73, 91, 54, 48, 62, 64, 87, 83, 68, 65, 53]
9.74;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
9.73;7111;31660;[0, 41, 96, 26, 38, 98, 66, 87, 64, 62, 48, 53, 65, 6, 57, 60, 58, 80, 49, 88, 32, 19, 74, 72, 90, 52, 59, 56, 76, 86, 50, 81, 69, 75, 30, 85, 36, 7, 95, 83, 55, 61, 44, 67, 11, 68, 29, 8, 99, 54]
