duration(s);cost;bonus;route
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.72;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.74;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.74;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.73;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.70;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.69;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
0.71;1572;6832;[0, 10, 17, 19, 8, 5, 15, 14, 12, 2]
